-0.059797,0.030738,0.059797,0
-0.059797,0.150332,0.059797,0
-0.059797,0.030738,-0.059797,0
-0.059797,0.150332,-0.059797,0
0.059797,0.030738,0.059797,0
0.059797,0.150332,0.059797,0
0.059797,0.030738,-0.059797,0
0.059797,0.150332,-0.059797,0
-0.059797,0.030738,-0.029899,0
-0.059797,0.030738,0,0
-0.059797,0.030738,0.029899,0
-0.059797,0.060637,0.059797,0
-0.059797,0.090535,0.059797,0
-0.059797,0.120434,0.059797,0
-0.059797,0.150332,0.029899,0
-0.059797,0.150332,0,0
-0.059797,0.150332,-0.029899,0
-0.059797,0.120434,-0.059797,0
-0.059797,0.090535,-0.059797,0
-0.059797,0.060637,-0.059797,0
0.029899,0.030738,-0.059797,0
0,0.030738,-0.059797,0
-0.029899,0.030738,-0.059797,0
-0.029899,0.150332,-0.059797,0
0,0.150332,-0.059797,0
0.029899,0.150332,-0.059797,0
0.059797,0.120434,-0.059797,0
0.059797,0.090535,-0.059797,0
0.059797,0.060637,-0.059797,0
0.059797,0.030738,0.029899,0
0.059797,0.030738,0,0
0.059797,0.030738,-0.029899,0
0.059797,0.150332,-0.029899,0
0.059797,0.150332,0,0
0.059797,0.150332,0.029899,0
0.059797,0.120434,0.059797,0
0.059797,0.090535,0.059797,0
0.059797,0.060637,0.059797,0
-0.029899,0.030738,0.059797,0
0,0.030738,0.059797,0
0.029899,0.030738,0.059797,0
0.029899,0.150332,0.059797,0
0,0.150332,0.059797,0
-0.029899,0.150332,0.059797,0
-0.059797,0.060637,0.029899,0
-0.059797,0.090535,0.029899,0
-0.059797,0.120434,0.029899,0
-0.059797,0.060637,0,0
-0.059797,0.090535,0,0
-0.059797,0.120434,0,0
-0.059797,0.060637,-0.029899,0
-0.059797,0.090535,-0.029899,0
-0.059797,0.120434,-0.029899,0
-0.029899,0.060637,-0.059797,0
-0.029899,0.090535,-0.059797,0
-0.029899,0.120434,-0.059797,0
0,0.060637,-0.059797,0
0,0.090535,-0.059797,0
0,0.120434,-0.059797,0
0.029899,0.060637,-0.059797,0
0.029899,0.090535,-0.059797,0
0.029899,0.120434,-0.059797,0
0.059797,0.060637,-0.029899,0
0.059797,0.090535,-0.029899,0
0.059797,0.120434,-0.029899,0
0.059797,0.060637,0,0
0.059797,0.090535,0,0
0.059797,0.120434,0,0
0.059797,0.060637,0.029899,0
0.059797,0.090535,0.029899,0
0.059797,0.120434,0.029899,0
0.029899,0.060637,0.059797,0
0.029899,0.090535,0.059797,0
0.029899,0.120434,0.059797,0
0,0.060637,0.059797,0
0,0.090535,0.059797,0
0,0.120434,0.059797,0
-0.029899,0.060637,0.059797,0
-0.029899,0.090535,0.059797,0
-0.029899,0.120434,0.059797,0
-0.029899,0.030738,-0.029899,0
0,0.030738,-0.029899,0
0.029899,0.030738,-0.029899,0
-0.029899,0.030738,0,0
0,0.030738,0,0
0.029899,0.030738,0,0
-0.029899,0.030738,0.029899,0
0,0.030738,0.029899,0
0.029899,0.030738,0.029899,0
0.029899,0.150332,-0.029899,0
0,0.150332,-0.029899,0
-0.029899,0.150332,-0.029899,0
0.029899,0.150332,0,0
0,0.150332,0,0
-0.029899,0.150332,0,0
0.029899,0.150332,0.029899,0
0,0.150332,0.029899,0
-0.029899,0.150332,0.029899,0
